Context,Entropy
Serie in Rosa Blau und Gelb  mit [MASK],1.5919624640535213
in Rosa Blau und Gelb  mit kleinen [MASK],1.5049703091368034
Rosa Blau und Gelb  mit kleinen Element [MASK],1.5044655402145335
Blau und Gelb  mit kleinen Element  [MASK],1.5250350406679178
und Gelb  mit kleinen Element  Schmetterlinge [MASK],1.5132931503465725
Gelb  mit kleinen Element  Schmetterlinge  [MASK],1.5912250519263569
 mit kleinen Element  Schmetterlinge  Vögel [MASK],1.517813551062562
mit kleinen Element  Schmetterlinge  Vögel und [MASK],1.0428076912572186
kleinen Element  Schmetterlinge  Vögel und Bienchen [MASK],1.4604149941770068
Element  Schmetterlinge  Vögel und Bienchen die [MASK],1.604780577190997
 Schmetterlinge  Vögel und Bienchen die darum [MASK],1.5702511892912234
Schmetterlinge  Vögel und Bienchen die darum bettelten [MASK],1.490056863762883
 Vögel und Bienchen die darum bettelten angeknabbert [MASK],1.5242356033187634
Vögel und Bienchen die darum bettelten angeknabbert zu [MASK],1.2254704451463527
und Bienchen die darum bettelten angeknabbert zu werden [MASK],1.5156760583029611
Bienchen die darum bettelten angeknabbert zu werden  [MASK],1.3841566536484766
die darum bettelten angeknabbert zu werden  Personalisierbare [MASK],1.5027300417755827
darum bettelten angeknabbert zu werden  Personalisierbare Geburtstags [MASK],1.5357933120115994
bettelten angeknabbert zu werden  Personalisierbare Geburtstags Ballons [MASK],1.28141684059984
angeknabbert zu werden  Personalisierbare Geburtstags Ballons  [MASK],1.5099872398273497
zu werden  Personalisierbare Geburtstags Ballons  Individuell [MASK],1.562618993713947
werden  Personalisierbare Geburtstags Ballons  Individuell verzierte [MASK],1.5913673037437328
 Personalisierbare Geburtstags Ballons  Individuell verzierte Buchstaben [MASK],1.5858788746497692
Personalisierbare Geburtstags Ballons  Individuell verzierte Buchstaben für [MASK],1.3335601354282969
Geburtstags Ballons  Individuell verzierte Buchstaben für ein [MASK],1.3988669734326733
Ballons  Individuell verzierte Buchstaben für ein persönliches [MASK],1.6005134681225086
 Individuell verzierte Buchstaben für ein persönliches Dankeschön [MASK],1.5895855945489745
Individuell verzierte Buchstaben für ein persönliches Dankeschön  [MASK],1.5895855945489745
verzierte Buchstaben für ein persönliches Dankeschön  Und [MASK],1.5118244087347334
Buchstaben für ein persönliches Dankeschön  Und nicht [MASK],1.4286172794067593
für ein persönliches Dankeschön  Und nicht zu [MASK],1.3211277742546013
ein persönliches Dankeschön  Und nicht zu vergessen [MASK],1.4912244622897532
persönliches Dankeschön  Und nicht zu vergessen die [MASK],1.4730311973956798
Dankeschön  Und nicht zu vergessen die Weihnachtsedition [MASK],1.0995080743871068
 Und nicht zu vergessen die Weihnachtsedition  [MASK],1.538451318727986
Und nicht zu vergessen die Weihnachtsedition  essbare [MASK],1.5261306530839795
nicht zu vergessen die Weihnachtsedition  essbare Weihnachtskugeln [MASK],1.5142776061962924
zu vergessen die Weihnachtsedition  essbare Weihnachtskugeln  [MASK],1.58862797339472
vergessen die Weihnachtsedition  essbare Weihnachtskugeln  glänzend [MASK],1.3828277081635698
die Weihnachtsedition  essbare Weihnachtskugeln  glänzend rot [MASK],0.8426034425744323
Weihnachtsedition  essbare Weihnachtskugeln  glänzend rot weisse [MASK],1.5230636779613191
 essbare Weihnachtskugeln  glänzend rot weisse Zuckerstangen [MASK],1.5849784977406267
essbare Weihnachtskugeln  glänzend rot weisse Zuckerstangen  [MASK],1.5849784977406267
Weihnachtskugeln  glänzend rot weisse Zuckerstangen  Schneeflocken [MASK],1.4811475173772792
 glänzend rot weisse Zuckerstangen  Schneeflocken  [MASK],1.5192280544345875
glänzend rot weisse Zuckerstangen  Schneeflocken  und [MASK],1.543242147748817
rot weisse Zuckerstangen  Schneeflocken  und farbenfrohe [MASK],1.5688333235440295
weisse Zuckerstangen  Schneeflocken  und farbenfrohe Plätzchen [MASK],1.6060482234198974
Zuckerstangen  Schneeflocken  und farbenfrohe Plätzchen in [MASK],1.5908346095889943
 Schneeflocken  und farbenfrohe Plätzchen in Form [MASK],1.2604289172538112
Schneeflocken  und farbenfrohe Plätzchen in Form von [MASK],1.4535441585020221
 und farbenfrohe Plätzchen in Form von Geschenkpaketen [MASK],1.6063539040565593
und farbenfrohe Plätzchen in Form von Geschenkpaketen  [MASK],1.6063539040565593
farbenfrohe Plätzchen in Form von Geschenkpaketen  Und [MASK],1.5885429248615706
Plätzchen in Form von Geschenkpaketen  Und das [MASK],1.5694456759414237
in Form von Geschenkpaketen  Und das war [MASK],1.3597392715651844
Form von Geschenkpaketen  Und das war nur [MASK],1.6066893142491503
von Geschenkpaketen  Und das war nur der [MASK],1.1561266676073594
Geschenkpaketen  Und das war nur der Hose [MASK],1.524218904966295
 Und das war nur der Hose  [MASK],1.5853326215429404
Und das war nur der Hose  Cat [MASK],1.5410863977897025
das war nur der Hose  Cat wünschte [MASK],1.6042721562325601
war nur der Hose  Cat wünschte sich [MASK],1.487233209748625
nur der Hose  Cat wünschte sich darüber [MASK],1.3149075067940752
der Hose  Cat wünschte sich darüber hinaus [MASK],1.5835893918370525
Hose  Cat wünschte sich darüber hinaus eine [MASK],1.4955010973823915
 Cat wünschte sich darüber hinaus eine Reihe [MASK],1.347485954469563
Cat wünschte sich darüber hinaus eine Reihe unwiderstehlicher [MASK],1.5198247370789484
wünschte sich darüber hinaus eine Reihe unwiderstehlicher Ausstellungsexemplare [MASK],1.4536377450208593
sich darüber hinaus eine Reihe unwiderstehlicher Ausstellungsexemplare  [MASK],1.3565229437153299
darüber hinaus eine Reihe unwiderstehlicher Ausstellungsexemplare  zur [MASK],1.2409836521322362
hinaus eine Reihe unwiderstehlicher Ausstellungsexemplare  zur Dekoration [MASK],1.5914220400233858
eine Reihe unwiderstehlicher Ausstellungsexemplare  zur Dekoration des [MASK],1.583915265234389
Reihe unwiderstehlicher Ausstellungsexemplare  zur Dekoration des Ladens [MASK],1.5432527120360415
unwiderstehlicher Ausstellungsexemplare  zur Dekoration des Ladens und [MASK],1.3671814446620263
Ausstellungsexemplare  zur Dekoration des Ladens und des [MASK],1.4094825127057857
 zur Dekoration des Ladens und des Schaufensters [MASK],1.4843082123217477
zur Dekoration des Ladens und des Schaufensters  [MASK],1.4843082123217477
Dekoration des Ladens und des Schaufensters  mit [MASK],1.4450134190622987
des Ladens und des Schaufensters  mit denen [MASK],1.601195339891171
Ladens und des Schaufensters  mit denen Kunden [MASK],1.581949768246774
und des Schaufensters  mit denen Kunden verführt [MASK],1.1262756683324344
des Schaufensters  mit denen Kunden verführt werden [MASK],1.2720689751963197
Schaufensters  mit denen Kunden verführt werden sollten [MASK],1.5174598653811917
 mit denen Kunden verführt werden sollten hereinzukommen [MASK],1.5926403208726274
mit denen Kunden verführt werden sollten hereinzukommen und [MASK],1.588731420506921
denen Kunden verführt werden sollten hereinzukommen und etwas [MASK],1.511069522555274
Kunden verführt werden sollten hereinzukommen und etwas zu [MASK],1.238717899746735
verführt werden sollten hereinzukommen und etwas zu kaufen [MASK],1.4358349608243828
werden sollten hereinzukommen und etwas zu kaufen  [MASK],1.4361247821966803
sollten hereinzukommen und etwas zu kaufen  Das [MASK],1.5882682726561483
hereinzukommen und etwas zu kaufen  Das alles [MASK],1.5129641196265218
und etwas zu kaufen  Das alles machte [MASK],1.177608881912409
etwas zu kaufen  Das alles machte auch [MASK],1.1194315073668557
zu kaufen  Das alles machte auch in [MASK],1.499696746937956
kaufen  Das alles machte auch in Sadies [MASK],1.4106427674170772
 Das alles machte auch in Sadies Augen [MASK],1.4311446401090981
Das alles machte auch in Sadies Augen durchaus [MASK],1.1932209504565563
alles machte auch in Sadies Augen durchaus Sinn [MASK],0.5085236028177181
machte auch in Sadies Augen durchaus Sinn  [MASK],0.7625783613026454
auch in Sadies Augen durchaus Sinn  nur [MASK],1.5890594775460127
in Sadies Augen durchaus Sinn  nur dass [MASK],1.580734207922916
Sadies Augen durchaus Sinn  nur dass es [MASK],1.5969996076419999
Augen durchaus Sinn  nur dass es eine [MASK],1.5619706709905228
durchaus Sinn  nur dass es eine enorme [MASK],1.1691671231168763
Sinn  nur dass es eine enorme Herausforderung [MASK],1.4690838032136082
 nur dass es eine enorme Herausforderung war [MASK],0.5947264625304872
nur dass es eine enorme Herausforderung war all [MASK],1.5771793962345397
dass es eine enorme Herausforderung war all die [MASK],1.5972187586530766
es eine enorme Herausforderung war all die Kekse [MASK],1.6033203532023936
eine enorme Herausforderung war all die Kekse rechtzeitig [MASK],1.5664726612082396
enorme Herausforderung war all die Kekse rechtzeitig zur [MASK],1.4668232621609518
Herausforderung war all die Kekse rechtzeitig zur Eröffnung [MASK],1.595663845741627
war all die Kekse rechtzeitig zur Eröffnung fertigzustellen [MASK],1.2564296588606576
all die Kekse rechtzeitig zur Eröffnung fertigzustellen  [MASK],1.3278321725568678
die Kekse rechtzeitig zur Eröffnung fertigzustellen  Meinst [MASK],0.8666343033080637
Kekse rechtzeitig zur Eröffnung fertigzustellen  Meinst du [MASK],1.5955014644029086
rechtzeitig zur Eröffnung fertigzustellen  Meinst du  [MASK],1.6020587775789241
zur Eröffnung fertigzustellen  Meinst du  du [MASK],1.504444913106725
Eröffnung fertigzustellen  Meinst du  du könntest [MASK],1.3056438672310375
fertigzustellen  Meinst du  du könntest die [MASK],1.4102766305537386
 Meinst du  du könntest die hier [MASK],1.5425950935628028
Meinst du  du könntest die hier bis [MASK],1.377293995255384
du  du könntest die hier bis morgen [MASK],1.5716694615113975
 du könntest die hier bis morgen früh [MASK],1.4486061342294436
du könntest die hier bis morgen früh verzieren [MASK],1.4471367750455069
könntest die hier bis morgen früh verzieren  [MASK],1.5656750537194386
die hier bis morgen früh verzieren  fragte [MASK],1.3266569557126544
hier bis morgen früh verzieren  fragte Cat [MASK],1.1357692431019546
bis morgen früh verzieren  fragte Cat und [MASK],1.5920670017245158
morgen früh verzieren  fragte Cat und griff [MASK],1.4357185808012083
früh verzieren  fragte Cat und griff in [MASK],1.4119502233339345
verzieren  fragte Cat und griff in ihre [MASK],1.4291713042924266
 fragte Cat und griff in ihre Tasche [MASK],1.4251824824641723
fragte Cat und griff in ihre Tasche um [MASK],1.6075887222615306
Cat und griff in ihre Tasche um eine [MASK],1.4936048439357146
und griff in ihre Tasche um eine grosse [MASK],0.9309402525414164
griff in ihre Tasche um eine grosse Tupperbox [MASK],1.063670897693364
in ihre Tasche um eine grosse Tupperbox herauszuziehen [MASK],0.9627415914402053
ihre Tasche um eine grosse Tupperbox herauszuziehen  [MASK],0.8664278457787109
Tasche um eine grosse Tupperbox herauszuziehen  Dann [MASK],1.5867147818897742
um eine grosse Tupperbox herauszuziehen  Dann könnte [MASK],1.4599836368176775
eine grosse Tupperbox herauszuziehen  Dann könnte ich [MASK],1.2748257385180295
grosse Tupperbox herauszuziehen  Dann könnte ich am [MASK],0.7058168470087942
Tupperbox herauszuziehen  Dann könnte ich am Vormittag [MASK],1.494505576186695
herauszuziehen  Dann könnte ich am Vormittag damit [MASK],1.465790622296825
 Dann könnte ich am Vormittag damit zum [MASK],1.5265271914429661
Dann könnte ich am Vormittag damit zum Fotografen [MASK],1.4026091749589378
könnte ich am Vormittag damit zum Fotografen rüberflitzen [MASK],1.4466273972872958
ich am Vormittag damit zum Fotografen rüberflitzen  [MASK],1.5896720518390492
am Vormittag damit zum Fotografen rüberflitzen  Mit [MASK],1.5670794448893486
Vormittag damit zum Fotografen rüberflitzen  Mit einem [MASK],1.2137035453796619
damit zum Fotografen rüberflitzen  Mit einem leichten [MASK],1.4566635959384526
zum Fotografen rüberflitzen  Mit einem leichten Gefühl [MASK],1.604301601082949
Fotografen rüberflitzen  Mit einem leichten Gefühl der [MASK],1.3262592332458403
rüberflitzen  Mit einem leichten Gefühl der Beklommenheit [MASK],1.5910241313334814
 Mit einem leichten Gefühl der Beklommenheit spähte [MASK],1.2808153800520525
Mit einem leichten Gefühl der Beklommenheit spähte Sadie [MASK],1.5739417158710984
einem leichten Gefühl der Beklommenheit spähte Sadie in [MASK],1.0990616518806737
leichten Gefühl der Beklommenheit spähte Sadie in die [MASK],1.3634366289247766
Gefühl der Beklommenheit spähte Sadie in die Box [MASK],1.501705374162162
der Beklommenheit spähte Sadie in die Box  [MASK],1.5290549578909822
Beklommenheit spähte Sadie in die Box  Wie [MASK],1.5255188924053904
spähte Sadie in die Box  Wie viele [MASK],1.4831445230920925
Sadie in die Box  Wie viele sind [MASK],1.5524780823645725
in die Box  Wie viele sind das [MASK],1.566457785233257
die Box  Wie viele sind das  [MASK],1.4696914926315514
Box  Wie viele sind das  Zwei [MASK],1.339117794493446
 Wie viele sind das  Zwei von [MASK],1.4781532208026686
Wie viele sind das  Zwei von jedem [MASK],1.453971629090054
viele sind das  Zwei von jedem Design [MASK],1.5732983852720823
sind das  Zwei von jedem Design  [MASK],1.4915331926030437
das  Zwei von jedem Design  antwortete [MASK],1.583127108774979
 Zwei von jedem Design  antwortete Cat [MASK],0.8918285200823599
Zwei von jedem Design  antwortete Cat  [MASK],0.8918285200823599
von jedem Design  antwortete Cat  und [MASK],1.4332700934641587
jedem Design  antwortete Cat  und stellte [MASK],1.5480367357133946
Design  antwortete Cat  und stellte eine [MASK],1.4879503528419316
 antwortete Cat  und stellte eine zweite [MASK],1.3852247496758263
antwortete Cat  und stellte eine zweite Tupperdose [MASK],1.4906372457586645
Cat  und stellte eine zweite Tupperdose neben [MASK],1.5328549916501277
 und stellte eine zweite Tupperdose neben die [MASK],1.545947201946727
und stellte eine zweite Tupperdose neben die erste [MASK],1.4054618178118738
stellte eine zweite Tupperdose neben die erste auf [MASK],1.5521718781583218
eine zweite Tupperdose neben die erste auf den [MASK],1.5252599571370968
zweite Tupperdose neben die erste auf den Lächeln [MASK],1.5897248968649902
Tupperdose neben die erste auf den Lächeln  [MASK],1.599556673832552
neben die erste auf den Lächeln  Jeweils [MASK],1.4527410033085977
die erste auf den Lächeln  Jeweils eins [MASK],1.5583348199835005
erste auf den Lächeln  Jeweils eins für [MASK],1.4194277539825677
auf den Lächeln  Jeweils eins für dich [MASK],1.482605518519364
den Lächeln  Jeweils eins für dich zum [MASK],1.4815254411309386
Lächeln  Jeweils eins für dich zum Ausprobieren [MASK],1.5186679583946239
 Jeweils eins für dich zum Ausprobieren  [MASK],1.557577944638914
Jeweils eins für dich zum Ausprobieren  und [MASK],1.3567085782956796
eins für dich zum Ausprobieren  und eins [MASK],1.5648434799068538
für dich zum Ausprobieren  und eins das [MASK],1.087624610441519
dich zum Ausprobieren  und eins das perfekt [MASK],0.9487438358740417
zum Ausprobieren  und eins das perfekt aussehen [MASK],0.8347873905171759
Ausprobieren  und eins das perfekt aussehen muss [MASK],1.4167008807922574
 und eins das perfekt aussehen muss  [MASK],1.2238234957185883
und eins das perfekt aussehen muss  Das [MASK],1.5025350276125955
eins das perfekt aussehen muss  Das geht [MASK],1.5094747122718524
das perfekt aussehen muss  Das geht doch [MASK],1.4992416500243022
perfekt aussehen muss  Das geht doch so [MASK],1.5218395810593335
aussehen muss  Das geht doch so in [MASK],0.3511146645675308
muss  Das geht doch so in Ordnung [MASK],1.3155335786790971
 Das geht doch so in Ordnung oder [MASK],1.4208146814352802
Das geht doch so in Ordnung oder  [MASK],1.4208146814352802
geht doch so in Ordnung oder  Sadie [MASK],1.4923923959153487
doch so in Ordnung oder  Sadie rutschte [MASK],1.573197544287234
so in Ordnung oder  Sadie rutschte das [MASK],1.58436146844573
in Ordnung oder  Sadie rutschte das Herz [MASK],1.5617083510271452
Ordnung oder  Sadie rutschte das Herz in [MASK],1.5473416537771243
oder  Sadie rutschte das Herz in die [MASK],1.455762432071601
 Sadie rutschte das Herz in die Hose [MASK],1.5740821070854039
Sadie rutschte das Herz in die Hose  [MASK],1.5740821070854039
rutschte das Herz in die Hose  Ihr [MASK],1.5407933231071975
das Herz in die Hose  Ihr gesamtes [MASK],1.3942175911058658
Herz in die Hose  Ihr gesamtes Angebot [MASK],1.6019966265438557
in die Hose  Ihr gesamtes Angebot umfasste [MASK],1.327433795213712
die Hose  Ihr gesamtes Angebot umfasste mehr [MASK],1.393528747032571
Hose  Ihr gesamtes Angebot umfasste mehr als [MASK],1.5725044402290755
 Ihr gesamtes Angebot umfasste mehr als siebzig [MASK],1.5973771729652935
Ihr gesamtes Angebot umfasste mehr als siebzig verschiedene [MASK],1.5883653864598666
gesamtes Angebot umfasste mehr als siebzig verschiedene Designs [MASK],1.3339566858743996
Angebot umfasste mehr als siebzig verschiedene Designs  [MASK],1.080612338172586
umfasste mehr als siebzig verschiedene Designs  für [MASK],1.5046056859410164
mehr als siebzig verschiedene Designs  für jedes [MASK],1.4571661326902823
als siebzig verschiedene Designs  für jedes von [MASK],0.8948231973651725
siebzig verschiedene Designs  für jedes von denen [MASK],1.479273657810024
verschiedene Designs  für jedes von denen sie [MASK],1.4813321792783374
Designs  für jedes von denen sie mindestens [MASK],1.5448684682457634
 für jedes von denen sie mindestens zwei [MASK],1.213121211859159
für jedes von denen sie mindestens zwei verschiedene [MASK],1.591821994906287
jedes von denen sie mindestens zwei verschiedene Typen [MASK],1.5466524948129938
von denen sie mindestens zwei verschiedene Typen und [MASK],1.2537353883873825
denen sie mindestens zwei verschiedene Typen und Farben [MASK],1.3914997863481315
sie mindestens zwei verschiedene Typen und Farben an [MASK],1.1706469451259536
mindestens zwei verschiedene Typen und Farben an Zuckerguss [MASK],1.4147204291923445
zwei verschiedene Typen und Farben an Zuckerguss  [MASK],1.519869113101216
verschiedene Typen und Farben an Zuckerguss  benötigte [MASK],1.5909003686440193
Typen und Farben an Zuckerguss  benötigte  [MASK],1.5332091355946393
und Farben an Zuckerguss  benötigte  Alle [MASK],1.0035814449973333
Farben an Zuckerguss  benötigte  Alle bis [MASK],1.5814629296105984
an Zuckerguss  benötigte  Alle bis zum [MASK],1.4129603552765904
Zuckerguss  benötigte  Alle bis zum nächsten [MASK],1.3963030585155327
 benötigte  Alle bis zum nächsten Morgen [MASK],1.2560284676874303
benötigte  Alle bis zum nächsten Morgen fertig [MASK],1.5435133664451333
 Alle bis zum nächsten Morgen fertig zu [MASK],1.529352457358801
Alle bis zum nächsten Morgen fertig zu bekommen [MASK],1.587875201986243
bis zum nächsten Morgen fertig zu bekommen war [MASK],1.1023781190506874
zum nächsten Morgen fertig zu bekommen war eine [MASK],1.595069627972326
nächsten Morgen fertig zu bekommen war eine Mammutaufgabe [MASK],1.2723355514353565
Morgen fertig zu bekommen war eine Mammutaufgabe  [MASK],1.309362902369409
fertig zu bekommen war eine Mammutaufgabe  Alleine [MASK],1.4919544336271267
zu bekommen war eine Mammutaufgabe  Alleine den [MASK],1.312657825774031
bekommen war eine Mammutaufgabe  Alleine den Zuckerguss [MASK],1.5060867252475358
war eine Mammutaufgabe  Alleine den Zuckerguss anhand [MASK],1.5719072497433495
eine Mammutaufgabe  Alleine den Zuckerguss anhand ihrer [MASK],1.4837991556854062
Mammutaufgabe  Alleine den Zuckerguss anhand ihrer massgeschneiderten [MASK],1.5535769026817967
 Alleine den Zuckerguss anhand ihrer massgeschneiderten Farbpalette [MASK],1.5790037481693227
Alleine den Zuckerguss anhand ihrer massgeschneiderten Farbpalette herzustellen [MASK],1.3280477716823351
den Zuckerguss anhand ihrer massgeschneiderten Farbpalette herzustellen  [MASK],1.435587187189686
Zuckerguss anhand ihrer massgeschneiderten Farbpalette herzustellen  würde [MASK],1.2400842789844564
anhand ihrer massgeschneiderten Farbpalette herzustellen  würde mehr [MASK],1.6058616328112993
ihrer massgeschneiderten Farbpalette herzustellen  würde mehr als [MASK],1.5765062595943853
massgeschneiderten Farbpalette herzustellen  würde mehr als eine [MASK],1.165226239315061
Farbpalette herzustellen  würde mehr als eine Stunde [MASK],0.6352422157101745
herzustellen  würde mehr als eine Stunde Zeit [MASK],1.5787423862416934
 würde mehr als eine Stunde Zeit in [MASK],1.1555912834393967
würde mehr als eine Stunde Zeit in Anspruch [MASK],0.24461201946168012
mehr als eine Stunde Zeit in Anspruch nehmen [MASK],1.468217113802926
als eine Stunde Zeit in Anspruch nehmen  [MASK],1.5851808936814669
eine Stunde Zeit in Anspruch nehmen  Cat [MASK],0.7228312922191373
Stunde Zeit in Anspruch nehmen  Cat verzog [MASK],1.58729926840784
Zeit in Anspruch nehmen  Cat verzog entschuldigend [MASK],1.4691339684761378
in Anspruch nehmen  Cat verzog entschuldigend das [MASK],1.4165638864524441
Anspruch nehmen  Cat verzog entschuldigend das Box [MASK],1.142581759604966
nehmen  Cat verzog entschuldigend das Box  [MASK],1.0278304198399477
